"company_name","job_count"
"Confidential","52"
"Macquarie Group","18"
"Hays","17"
"Peoplebank","16"
"Providence Health & Services","15"
"Talent","14"
"HAYS","13"
"Randstad","12"
"HiTech Group","12"
"ACT Government","10"
